ID,from_type,from_id,to_type,to_id
16698,zibaldone,p4259_4,person,Q2283604
16699,zibaldone,p4259_4,place,Q220
16700,zibaldone,p4259_5,theme,pnr1003
16701,zibaldone,p4259_5,bibl,Q3693562
16702,zibaldone,p4259_5,person,Q123041
16703,zibaldone,p4259_5,person,person025
16704,zibaldone,p4259_5,place,Q83362
16705,zibaldone,p4260_1,place,Q83362
16706,zibaldone,p4260_1,person,Q345
16707,zibaldone,p4260_2,bibl,viaf184629484
16708,zibaldone,p4260_2,person,Q294923
16709,zibaldone,p4260_2,person,Q436002
16710,zibaldone,p4260_2,bibl,viaf184629484
16711,zibaldone,p4260_2,person,Q134929
16712,zibaldone,p4261_2,person,Q32500
16713,zibaldone,p4261_2,person,Q34417
16714,zibaldone,p4261_2,place,Q46
16715,zibaldone,p4263_2,paragraph,p4249_1
16716,zibaldone,p4263_2,bibl,viaf179079138
16717,zibaldone,p4263_2,person,Q332487
16718,zibaldone,p4263_2,place,Q38
16719,zibaldone,p4263_2,person,Q332487
16720,zibaldone,p4263_2,person,Q332487
16721,zibaldone,p4263_2,person,Q1587432
16722,zibaldone,p4263_2,person,Q1587432
16723,zibaldone,p4263_2,place,Q980
16724,zibaldone,p4263_2,person,Q332487
16725,zibaldone,p4263_2,bibl,viaf32159474327527662877
16726,zibaldone,p4263_2,person,Q1587432
16727,zibaldone,p4263_2,person,Q1587432
16728,zibaldone,p4263_2,place,Q83362
16729,zibaldone,p4263_2,paragraph,p4304_1
16730,zibaldone,p4264_1,paragraph,p4234_3
16731,zibaldone,p4264_1,person,Q3541151
16732,zibaldone,p4264_1,bibl,viaf12429238
16733,zibaldone,p4264_1,person,Q21166713
16734,zibaldone,p4264_1,place,Q279
16735,zibaldone,p4264_1,bibl,viaf29557732
16736,zibaldone,p4264_1,person,Q3768932
16737,zibaldone,p4264_1,place,Q641
16738,zibaldone,p4264_2,paragraph,p4193_2
16739,zibaldone,p4264_2,place,Q1486
16740,zibaldone,p4264_2,place,Q18
16741,zibaldone,p4264_2,bibl,Q3137499
16742,zibaldone,p4264_2,person,Q727782
16743,zibaldone,p4264_2,bibl,viaf9888919
16744,zibaldone,p4264_2,person,Q506728
16745,zibaldone,p4264_2,person,Q1395584
16746,zibaldone,p4264_2,place,Q90
16747,zibaldone,p4264_2,person,Q512602
16748,zibaldone,p4264_2,place,Q102679
16749,zibaldone,p4264_2,place,Q1747689
16750,zibaldone,p4264_2,bibl,Q660519
16751,zibaldone,p4264_2,person,Q294800
16752,zibaldone,p4264_2,bibl,Q313782
16753,zibaldone,p4264_2,person,Q313782
16754,zibaldone,p4264_2,bibl,Q442
16755,zibaldone,p4264_2,person,Q82778
16756,zibaldone,p4264_2,place,Q828
16757,zibaldone,p4264_2,place,Q83362
16758,zibaldone,p4265_1,place,Q83362
16759,zibaldone,p4265_2,bibl,viaf184629484
16760,zibaldone,p4265_2,person,Q436002
16761,zibaldone,p4265_4,place,Q828
16762,zibaldone,p4265_4,place,Q15
16763,zibaldone,p4265_4,place,Q48
16764,zibaldone,p4265_4,place,Q55643
16765,zibaldone,p4265_4,place,Q83362
16766,zibaldone,p4266_1,theme,pnr1003
16767,zibaldone,p4266_1,paragraph,p4273_5
16768,zibaldone,p4266_1,paragraph,p4259_5
16769,zibaldone,p4267_1,paragraph,p4239_5
16770,zibaldone,p4267_1,place,Q83362
16771,zibaldone,p4267_2,place,Q38
16772,zibaldone,p4267_2,place,Q38
16773,zibaldone,p4267_2,place,Q220
16774,zibaldone,p4267_3,bibl,viaf186674127
16775,zibaldone,p4267_3,person,Q164047
16776,zibaldone,p4267_3,person,Q164047
16777,zibaldone,p4268_1,bibl,viaf186674127
16778,zibaldone,p4268_2,bibl,viaf186674127
16779,zibaldone,p4268_6,bibl,viaf184629484
16780,zibaldone,p4268_6,person,Q436002
16781,zibaldone,p4268_7,place,Q21
16782,zibaldone,p4269_2,bibl,Q8275
16783,zibaldone,p4269_2,person,Q41746
16784,zibaldone,p4269_2,place,Q22647
16785,zibaldone,p4269_2,person,Q517
16786,zibaldone,p4270_1,bibl,Q19165377
16787,zibaldone,p4270_1,person,Q229264
16788,zibaldone,p4270_1,person,Q307
16789,zibaldone,p4271_1,person,Q229264
16790,zibaldone,p4271_1,place,Q83362
16791,zibaldone,p4271_2,place,Q83362
16792,zibaldone,p4271_3,bibl,Q1340217
16793,zibaldone,p4272_2,person,Q122248
16794,zibaldone,p4272_2,person,Q122248
16795,zibaldone,p4273_1,person,Q780259
16796,zibaldone,p4273_1,person,Q294923
16797,zibaldone,p4273_1,bibl,Q1244416
16798,zibaldone,p4273_1,person,Q436002
16799,zibaldone,p4273_2,bibl,Q1823920
16800,zibaldone,p4273_2,person,Q164047
16801,zibaldone,p4273_2,person,Q2517940
16802,zibaldone,p4273_2,place,Q83362
16803,zibaldone,p4273_2,paragraph,p4497_4
16804,zibaldone,p4273_5,paragraph,p4266_1
16805,zibaldone,p4274_1,bibl,Q15851274
16806,zibaldone,p4274_2,theme,pnr1003
16807,zibaldone,p4274_3,place,Q83362
16808,zibaldone,p4275_1,paragraph,p4245_1
16809,zibaldone,p4275_1,bibl,Q913599
16810,zibaldone,p4275_1,person,Q6527
16811,zibaldone,p4278_2,paragraph,p644_1
16812,zibaldone,p4278_2,paragraph,p4282_9
16813,zibaldone,p4279_1,place,Q83362
16814,zibaldone,p4279_2,bibl,Q4010942
16815,zibaldone,p4279_2,person,Q2418816
16816,zibaldone,p4279_2,person,Q6691
16817,zibaldone,p4280_1,bibl,viaf309311340
16818,zibaldone,p4280_1,person,Q2960678
16819,zibaldone,p4280_1,bibl,viaf19961185
16820,zibaldone,p4280_1,person,Q3762424
16821,zibaldone,p4280_1,place,Q83362
16822,zibaldone,p4280_1,paragraph,p4419_1
16823,zibaldone,p4280_2,bibl,zibbibl059
16824,zibaldone,p4280_3,place,Q241
16825,zibaldone,p4280_3,bibl,zibbibl006
16826,zibaldone,p4280_3,place,Q11772
16827,zibaldone,p4280_3,bibl,viaf184629484
16828,zibaldone,p4280_3,person,Q436002
16829,zibaldone,p4280_3,place,Q83362
16830,zibaldone,p4280_4,paragraph,p964_2
16831,zibaldone,p4280_4,sequence,seq417
16832,zibaldone,p4281_3,paragraph,p4254_4
16833,zibaldone,p4281_3,bibl,Q3974431
16834,zibaldone,p4281_3,person,Q706888
16835,zibaldone,p4281_3,person,Q185223
16836,zibaldone,p4281_3,person,Q96077
16837,zibaldone,p4281_3,person,Q108664
16838,zibaldone,p4281_3,paragraph,p4254_4
16839,zibaldone,p4281_3,person,Q332487
16840,zibaldone,p4281_3,person,Q1541
16841,zibaldone,p4281_3,person,Q33550
16842,zibaldone,p4281_3,person,Q332487
16843,zibaldone,p4281_3,place,Q83362
16844,zibaldone,p4281_3,place,Q83362
16845,zibaldone,p4282_1,bibl,Q4015911
16846,zibaldone,p4282_1,person,Q349065
16847,zibaldone,p4282_2,bibl,Q15851274
16848,zibaldone,p4282_3,bibl,viaf9888919
16849,zibaldone,p4282_3,person,Q970585
16850,zibaldone,p4282_3,person,Q506728
16851,zibaldone,p4282_3,person,Q1395584
16852,zibaldone,p4282_3,place,Q90
16853,zibaldone,p4282_3,bibl,viaf17368610
16854,zibaldone,p4282_3,person,Q1236889
16855,zibaldone,p4282_3,place,Q83362
16856,zibaldone,p4282_5,bibl,Q3974431
16857,zibaldone,p4282_5,person,Q185223
16858,zibaldone,p4282_5,person,Q706888
16859,zibaldone,p4282_5,place,Q83362
16860,zibaldone,p4282_9,paragraph,p4278_2
16861,zibaldone,p4282_9,bibl,Q1415903
16862,zibaldone,p4282_9,person,Q212827
16863,zibaldone,p4282_9,place,Q22647
16864,zibaldone,p4283_1,paragraph,p4243_8
16865,zibaldone,p4283_1,place,Q83362
16866,zibaldone,p4283_2,place,Q2044
16867,zibaldone,p4283_7,person,Q1229872
16868,zibaldone,p4283_8,place,Q2044
16869,zibaldone,p4284_1,place,Q2044
16870,zibaldone,p4285_1,place,Q2044
16871,zibaldone,p4285_2,bibl,Q428132
16872,zibaldone,p4285_2,person,Q1541
16873,zibaldone,p4285_3,bibl,viaf41861634
16874,zibaldone,p4285_3,person,Q1754685
16875,zibaldone,p4285_3,place,Q46
16876,zibaldone,p4285_3,place,Q13375
16877,zibaldone,p4285_4,bibl,viaf183430848
16878,zibaldone,p4285_4,place,Q3413605
16879,zibaldone,p4285_4,person,Q302218
16880,zibaldone,p4285_4,place,Q2044
16881,zibaldone,p4285_5,place,Q2044
16882,zibaldone,p4286_1,paragraph,p4245_1
16883,zibaldone,p4286_3,bibl,zibbibl131
16884,zibaldone,p4286_3,place,Q90
16885,zibaldone,p4286_4,place,Q2044
16886,zibaldone,p4286_5,place,Q2044
16887,zibaldone,p4286_6,theme,pnr1004
16888,zibaldone,p4286_6,place,Q2044
16889,zibaldone,p4287_1,place,Q2044
16890,zibaldone,p4287_3,place,Q1273
16891,zibaldone,p4287_7,paragraph,p3064_2
16892,zibaldone,p4287_7,paragraph,p4025_2
16893,zibaldone,p4287_7,paragraph,p4279_2
16894,zibaldone,p4288_1,place,Q2044
16895,zibaldone,p4288_2,person,Q214816
16896,zibaldone,p4288_2,place,Q2044
16897,zibaldone,p4289_1,paragraph,p4291_1
16898,zibaldone,p4289_2,person,Q3771244
16899,zibaldone,p4289_2,place,Q2634
16900,zibaldone,p4289_2,place,Q38
16901,zibaldone,p4289_2,place,Q46
16902,zibaldone,p4289_2,place,Q2044
16903,zibaldone,p4290_1,bibl,viaf9402151656382808400002
16904,zibaldone,p4290_1,person,Q170395
16905,zibaldone,p4290_1,person,Q2863243
16906,zibaldone,p4290_1,person,Q6120679
16907,zibaldone,p4290_1,bibl,viaf34456779
16908,zibaldone,p4290_1,person,Q320870
16909,zibaldone,p4290_1,place,Q2044
16910,zibaldone,p4290_2,place,Q2044
16911,zibaldone,p4291_1,paragraph,p4289_1
16912,zibaldone,p4291_2,person,Q123041
16913,zibaldone,p4291_2,person,Q859
16914,zibaldone,p4291_2,place,Q2044
16915,zibaldone,p4293_1,place,Q2044
16916,zibaldone,p4293_2,place,Q2044
16917,zibaldone,p4293_4,paragraph,p1927_2
16918,zibaldone,p4294_1,paragraph,p4294_2
16919,zibaldone,p4294_1,paragraph,p4089_4
16920,zibaldone,p4294_1,place,Q2044
16921,zibaldone,p4294_2,paragraph,p4294_1
16922,zibaldone,p4294_4,paragraph,p4238_3
16923,zibaldone,p4294_4,person,Q192931
16924,zibaldone,p4294_4,bibl,viaf182080960
16925,zibaldone,p4294_4,person,Q352621
16926,zibaldone,p4294_4,person,Q160362
16927,zibaldone,p4294_4,bibl,viaf44379708
16928,zibaldone,p4294_4,person,Q69685
16929,zibaldone,p4294_4,person,Q320132
16930,zibaldone,p4294_4,person,Q31845
16931,zibaldone,p4294_4,person,Q312548
16932,zibaldone,p4294_4,place,Q668
16933,zibaldone,p4294_4,place,Q2044
16934,zibaldone,p4294_5,place,Q2044
16935,zibaldone,p4294_5,place,Q2044
16936,zibaldone,p4295_1,bibl,viaf184430743
16937,zibaldone,p4295_1,person,Q34969
16938,zibaldone,p4295_1,person,Q34969
16939,zibaldone,p4295_1,place,Q90
16940,zibaldone,p4295_1,person,Q16196551
16941,zibaldone,p4295_1,place,Q2044
16942,zibaldone,p4297_1,place,Q46
16943,zibaldone,p4297_1,place,Q13375
16944,zibaldone,p4298_1,bibl,viaf301875308
16945,zibaldone,p4298_1,person,Q332785
16946,zibaldone,p4298_2,paragraph,p4115_1
16947,zibaldone,p4298_2,bibl,viaf301875308
16948,zibaldone,p4298_2,person,Q332785
16949,zibaldone,p4298_2,bibl,viaf301875308
16950,zibaldone,p4298_2,person,Q723643
16951,zibaldone,p4298_2,bibl,viaf301875308
16952,zibaldone,p4298_2,place,Q2044
16953,zibaldone,p4298_2,place,Q2044
16954,zibaldone,p4298_2,place,Q2044
16955,zibaldone,p4298_2,place,Q13375
16956,zibaldone,p4298_2,paragraph,p4299_1
16957,zibaldone,p4298_2,paragraph,p4300_7
16958,zibaldone,p4298_2,paragraph,p4305_2
16959,zibaldone,p4298_3,bibl,Q123397
16960,zibaldone,p4298_3,person,Q859
16961,zibaldone,p4298_3,person,Q77636
16962,zibaldone,p4298_3,place,Q13375
16963,zibaldone,p4299_1,paragraph,p4298_2
16964,zibaldone,p4299_1,place,Q2044
16965,zibaldone,p4299_1,place,Q2044
16966,zibaldone,p4299_1,place,Q844930
16967,zibaldone,p4299_1,place,Q844930
16968,zibaldone,p4299_1,bibl,Q123397
16969,zibaldone,p4299_1,person,Q859
16970,zibaldone,p4299_1,person,Q77636
16971,zibaldone,p4299_1,place,Q13375
16972,zibaldone,p4299_2,paragraph,p4164_3
16973,zibaldone,p4299_2,person,Q43216
16974,zibaldone,p4299_2,bibl,Q1282359
16975,zibaldone,p4299_2,person,Q59138
16976,zibaldone,p4299_2,bibl,Q11858065
16977,zibaldone,p4299_3,bibl,Q3030210
16978,zibaldone,p4299_3,person,Q153232
16979,zibaldone,p4299_3,person,Q448
16980,zibaldone,p4299_3,place,Q13375
16981,zibaldone,p4300_1,bibl,Q19129978
16982,zibaldone,p4300_1,person,Q721846
16983,zibaldone,p4300_2,bibl,viaf175119664
16984,zibaldone,p4300_2,person,Q2849524
16985,zibaldone,p4300_5,bibl,Q24940342
16986,zibaldone,p4300_5,bibl,viaf18159474306927662290
16987,zibaldone,p4300_5,person,Q3638090
16988,zibaldone,p4300_6,place,Q13375
16989,zibaldone,p4300_7,paragraph,p4298_2
16990,zibaldone,p4300_7,bibl,viaf18159474306927662290
16991,zibaldone,p4300_7,person,Q3638090
16992,zibaldone,p4300_8,sequence,seq298
16993,zibaldone,p4300_8,bibl,viaf186573382
16994,zibaldone,p4300_8,person,Q2344301
16995,zibaldone,p4300_8,person,Q3265198
16996,zibaldone,p4300_8,place,Q13375
16997,zibaldone,p4300_9,bibl,viaf6595166293208400710008
16998,zibaldone,p4300_9,person,Q3771771
16999,zibaldone,p4301_1,bibl,viaf6595166293208400710008
17000,zibaldone,p4301_1,bibl,viaf186573382
17001,zibaldone,p4301_1,person,Q2344301
17002,zibaldone,p4301_1,place,Q1273
17003,zibaldone,p4301_2,theme,pnr1004
17004,zibaldone,p4301_2,place,Q13375
17005,zibaldone,p4301_3,bibl,zibbibl104
17006,zibaldone,p4301_3,paragraph,p43_5
17007,zibaldone,p4301_3,person,Q590501
17008,zibaldone,p4301_3,place,Q13375
17009,zibaldone,p4301_5,place,Q13375
17010,zibaldone,p4301_6,bibl,Q1766450
17011,zibaldone,p4301_6,person,Q631635
17012,zibaldone,p4301_7,bibl,Q1766450
17013,zibaldone,p4301_7,person,person151
17014,zibaldone,p4301_8,bibl,Q1766450
17015,zibaldone,p4301_9,bibl,viaf209921449
17016,zibaldone,p4301_9,person,Q655618
17017,zibaldone,p4301_10,place,Q38
17018,zibaldone,p4301_10,place,Q38
17019,zibaldone,p4301_10,place,Q13375
17020,zibaldone,p4302_1,place,Q13375
17021,zibaldone,p4302_1,place,Q13375
17022,zibaldone,p4302_3,bibl,Q1092462
17023,zibaldone,p4302_3,person,Q1067
17024,zibaldone,p4302_3,place,Q13375
17025,zibaldone,p4302_3,person,Q128267
17026,zibaldone,p4302_4,bibl,Q104349697
17027,zibaldone,p4302_4,person,Q2849524
17028,zibaldone,p4302_4,person,Q1401
17029,zibaldone,p4302_4,place,Q2634
17030,zibaldone,p4302_4,place,Q13375
17031,zibaldone,p4302_6,bibl,zibbibl026
17032,zibaldone,p4302_6,person,Q935
17033,zibaldone,p4302_6,person,Q115774
17034,zibaldone,p4302_6,person,Q227897
17035,zibaldone,p4302_6,person,Q115774
17036,zibaldone,p4302_6,person,Q935
17037,zibaldone,p4302_6,person,Q1398
17038,zibaldone,p4302_6,person,Q294100
17039,zibaldone,p4302_6,person,Q153232
17040,zibaldone,p4302_6,person,Q227897
17041,zibaldone,p4302_6,person,Q9312
17042,zibaldone,p4302_6,place,Q13375
17043,zibaldone,p4302_6,bibl,Q3817908
17044,zibaldone,p4302_6,person,Q44481
17045,zibaldone,p4302_6,person,Q715144
17046,zibaldone,p4302_6,person,Q965524
17047,zibaldone,p4304_1,paragraph,p4263_2
17048,zibaldone,p4304_1,bibl,zibbibl060
17049,zibaldone,p4304_1,person,Q153232
17050,zibaldone,p4305_1,bibl,zibbibl060
17051,zibaldone,p4305_1,place,Q13375
17052,zibaldone,p4305_2,paragraph,p4298_2
17053,zibaldone,p4305_2,place,Q13375
17054,zibaldone,p4305_2,paragraph,p4307_2
17055,zibaldone,p4305_3,bibl,zibbibl098
17056,zibaldone,p4305_3,person,Q153232
17057,zibaldone,p4305_4,bibl,viaf6916165326605316290003
17058,zibaldone,p4305_4,person,Q152262
17059,zibaldone,p4305_4,person,Q166234
17060,zibaldone,p4305_4,bibl,viaf6916165326605316290003
17061,zibaldone,p4305_4,person,Q723643
17062,zibaldone,p4305_4,person,Q6691
17063,zibaldone,p4305_4,person,Q6691
17064,zibaldone,p4305_4,person,Q6691
17065,zibaldone,p4305_4,person,Q6691
17066,zibaldone,p4305_4,place,Q13375
17067,zibaldone,p4306_1,bibl,zibbibl097
17068,zibaldone,p4306_1,person,Q153232
17069,zibaldone,p4306_1,place,Q13375
17070,zibaldone,p4307_1,bibl,zibbibl030
17071,zibaldone,p4307_1,person,Q153232
17072,zibaldone,p4307_1,place,Q13375
17073,zibaldone,p4307_2,paragraph,p4305_2
17074,zibaldone,p4307_2,bibl,Q1658208
17075,zibaldone,p4307_2,person,Q296272
17076,zibaldone,p4307_2,person,Q1379808
17077,zibaldone,p4307_2,place,Q13375
17078,zibaldone,p4308_1,bibl,viaf184459237
17079,zibaldone,p4308_1,person,Q1430
17080,zibaldone,p4308_1,person,Q317055
17081,zibaldone,p4308_1,person,Q1430
17082,zibaldone,p4308_1,place,Q220
17083,zibaldone,p4308_1,person,Q1430
17084,zibaldone,p4308_2,bibl,Q105380640
17085,zibaldone,p4308_2,person,Q317055
17086,zibaldone,p4308_2,place,Q220
17087,zibaldone,p4308_3,bibl,Q105380640
17088,zibaldone,p4308_5,person,Q1430
17089,zibaldone,p4308_5,bibl,Q59686523
17090,zibaldone,p4308_5,person,Q317055
17091,zibaldone,p4308_5,person,Q236936
17092,zibaldone,p4308_5,bibl,Q2137133
17093,zibaldone,p4308_5,person,Q183144
17094,zibaldone,p4308_5,paragraph,p4144_1
17095,zibaldone,p4308_5,paragraph,p4246_15
17096,zibaldone,p4308_6,bibl,Q106478268
17097,zibaldone,p4308_6,person,Q1433
17098,zibaldone,p4308_6,person,Q317055
17099,zibaldone,p4308_6,place,Q220
17100,zibaldone,p4308_6,person,Q1433
17101,zibaldone,p4308_6,bibl,Q428132
17102,zibaldone,p4308_6,person,Q1541
17103,zibaldone,p4308_6,person,Q897734
17104,zibaldone,p4308_6,person,Q1433
17105,zibaldone,p4308_6,place,Q2044
17106,zibaldone,p4308_6,place,Q2044
17107,zibaldone,p4309_2,person,Q26204
17108,zibaldone,p4309_2,bibl,Q104729747
17109,zibaldone,p4309_2,person,Q41683
17110,zibaldone,p4309_2,place,Q844930
17111,zibaldone,p4309_2,person,Q26825
17112,zibaldone,p4309_2,person,Q26204
17113,zibaldone,p4309_2,place,Q2044
17114,zibaldone,p4309_2,person,Q33923
17115,zibaldone,p4309_3,bibl,Q746583
17116,zibaldone,p4309_3,person,Q133337
17117,zibaldone,p4309_3,person,Q26825
17118,zibaldone,p4309_3,person,Q184462
17119,zibaldone,p4309_4,bibl,viaf182714087
17120,zibaldone,p4309_4,person,Q1393399
17121,zibaldone,p4309_4,person,Q16196551
17122,zibaldone,p4309_4,person,Q314949
17123,zibaldone,p4309_4,person,Q462371
17124,zibaldone,p4309_4,person,Q462371
17125,zibaldone,p4309_4,person,Q462371
17126,zibaldone,p4309_4,person,Q462371
17127,zibaldone,p4309_4,place,Q2044
17128,zibaldone,p4310_1,person,person022
17129,zibaldone,p4310_1,place,Q2044
17130,zibaldone,p4311_1,bibl,zibbibl082
17131,zibaldone,p4311_1,person,Q12326411
17132,zibaldone,p4311_1,place,Q1748
17133,zibaldone,p4311_1,person,Q3366256
17134,zibaldone,p4311_1,bibl,viaf185097202
17135,zibaldone,p4311_1,person,Q12326411
17136,zibaldone,p4311_1,person,Q170512
17137,zibaldone,p4311_1,person,Q121973
17138,zibaldone,p4311_1,person,Q843382
17139,zibaldone,p4311_1,person,Q128460
17140,zibaldone,p4311_1,person,Q76434
17141,zibaldone,p4311_1,bibl,Q2928079
17142,zibaldone,p4311_1,person,Q32376
17143,zibaldone,p4311_1,place,Q2044
17144,zibaldone,p4312_1,bibl,Q2928079
17145,zibaldone,p4312_1,person,Q5585771
17146,zibaldone,p4312_1,bibl,viaf63901391
17147,zibaldone,p4312_1,person,Q5585771
17148,zibaldone,p4312_1,place,Q1748
17149,zibaldone,p4312_1,person,Q107317
17150,zibaldone,p4312_1,person,Q32376
17151,zibaldone,p4312_1,paragraph,p4362_1
17152,zibaldone,p4312_2,bibl,Q2928079
17153,zibaldone,p4312_2,person,Q26825
17154,zibaldone,p4312_2,person,Q137571
17155,zibaldone,p4312_2,place,Q1748
17156,zibaldone,p4312_2,person,Q32376
17157,zibaldone,p4312_2,paragraph,p197_1
17158,zibaldone,p4312_2,paragraph,p453_2
17159,zibaldone,p4312_2,paragraph,p2387_1
17160,zibaldone,p4312_2,paragraph,p4309_1
17161,zibaldone,p4312_3,person,Q6691
17162,zibaldone,p4312_3,sequence,seq419
17163,zibaldone,p4312_3,bibl,Q2648819
17164,zibaldone,p4312_3,person,Q6691
17165,zibaldone,p4312_3,person,Q21544420
17166,zibaldone,p4312_3,place,Q1799
17167,zibaldone,p4312_3,place,Q22647
17168,zibaldone,p4312_3,person,Q6691
17169,zibaldone,p4312_3,person,Q21544420
17170,zibaldone,p4312_3,person,Q6691
17171,zibaldone,p4312_3,place,Q22647
17172,zibaldone,p4312_3,person,Q6691
17173,zibaldone,p4312_3,place,Q22647
17174,zibaldone,p4314_1,bibl,Q2648819
17175,zibaldone,p4314_1,person,Q21544420
17176,zibaldone,p4314_1,place,Q22647
17177,zibaldone,p4314_1,place,Q22647
17178,zibaldone,p4314_1,person,Q21544420
17179,zibaldone,p4314_1,person,Q65337
17180,zibaldone,p4314_2,bibl,Q2648819
17181,zibaldone,p4314_2,person,Q21544420
17182,zibaldone,p4314_2,person,Q6691
17183,zibaldone,p4314_2,person,Q41746
17184,zibaldone,p4314_2,place,Q22647
17185,zibaldone,p4314_2,person,Q82732
17186,zibaldone,p4314_2,place,Q22647
17187,zibaldone,p4314_2,person,Q3954
17188,zibaldone,p4314_2,person,Q159666
17189,zibaldone,p4314_2,person,Q159666
17190,zibaldone,p4314_2,person,Q41746
17191,zibaldone,p4315_1,bibl,Q2648819
17192,zibaldone,p4315_1,person,Q21544420
17193,zibaldone,p4315_1,place,Q3150
17194,zibaldone,p4315_1,bibl,Q2928079
17195,zibaldone,p4315_1,person,Q32376
17196,zibaldone,p4315_2,person,Q6691
17197,zibaldone,p4315_2,sequence,seq419
17198,zibaldone,p4315_2,person,Q6691
17199,zibaldone,p4315_2,place,Q620874
17200,zibaldone,p4315_2,paragraph,p4447_1
17201,zibaldone,p4316_1,person,Q6691
17202,zibaldone,p4316_1,bibl,viaf222259439
17203,zibaldone,p4316_1,person,Q57879
17204,zibaldone,p4316_1,place,Q2079
17205,zibaldone,p4316_1,person,Q65337
17206,zibaldone,p4316_1,person,Q57879
17207,zibaldone,p4316_1,person,Q65337
17208,zibaldone,p4316_1,person,Q833886
17209,zibaldone,p4316_1,person,Q826046
17210,zibaldone,p4316_1,person,Q73076
17211,zibaldone,p4316_1,place,Q1726
17212,zibaldone,p4316_1,person,Q57879
17213,zibaldone,p4316_1,place,Q84
17214,zibaldone,p4316_1,person,Q6691
17215,zibaldone,p4316_1,person,Q9077
17216,zibaldone,p4316_1,place,Q84
17217,zibaldone,p4317_1,bibl,Q2928079
17218,zibaldone,p4317_1,bibl,viaf34613848
17219,zibaldone,p4317_1,person,Q3769747
17220,zibaldone,p4317_1,person,Q302
17221,zibaldone,p4317_1,person,Q1402
17222,zibaldone,p4317_1,bibl,Q2928079
17223,zibaldone,p4317_1,place,Q2634
17224,zibaldone,p4317_1,paragraph,p4388_4
17225,zibaldone,p4317_1,bibl,Q2928079
17226,zibaldone,p4317_1,place,Q22647
17227,zibaldone,p4317_1,place,Q620874
17228,zibaldone,p4317_1,person,Q6691
17229,zibaldone,p4317_1,person,Q1235168
17230,zibaldone,p4317_1,person,Q844808
17231,zibaldone,p4317_1,person,Q6691
17232,zibaldone,p4317_1,bibl,viaf5724843
17233,zibaldone,p4317_1,person,Q1393399
17234,zibaldone,p4317_1,person,Q26825
17235,zibaldone,p4317_1,paragraph,p4328_1
17236,zibaldone,p4317_1,paragraph,p4390_3
17237,zibaldone,p4318_1,bibl,Q2928079
17238,zibaldone,p4318_1,person,Q73076
17239,zibaldone,p4318_1,place,Q1726
17240,zibaldone,p4318_1,person,Q70518
17241,zibaldone,p4318_1,place,Q2814
17242,zibaldone,p4318_1,person,Q6691
17243,zibaldone,p4318_1,person,Q15837802
17244,zibaldone,p4318_1,person,Q32376
17245,zibaldone,p4318_1,paragraph,p4336_3
17246,zibaldone,p4319_1,bibl,zibbibl113
17247,zibaldone,p4319_1,person,Q6691
17248,zibaldone,p4319_1,place,Q1247568
17249,zibaldone,p4319_1,place,Q620874
17250,zibaldone,p4319_1,place,Q130987
17251,zibaldone,p4319_2,bibl,zibbibl113
17252,zibaldone,p4319_2,person,Q6691
17253,zibaldone,p4319_2,place,Q22647
17254,zibaldone,p4319_2,person,Q6691
17255,zibaldone,p4319_2,person,Q211326
17256,zibaldone,p4319_2,person,Q6691
17257,zibaldone,p4319_2,person,Q133337
17258,zibaldone,p4319_2,person,Q242172
17259,zibaldone,p4319_2,person,Q312114
17260,zibaldone,p4319_2,person,Q6691
17261,zibaldone,p4319_2,person,Q65337
17262,zibaldone,p4319_2,person,Q57879
17263,zibaldone,p4319_2,person,Q868
17264,zibaldone,p4319_2,place,Q844930
17265,zibaldone,p4319_2,person,Q6691
17266,zibaldone,p4319_2,person,Q43958
17267,zibaldone,p4319_2,person,Q76434
17268,zibaldone,p4319_2,person,Q32376
17269,zibaldone,p4319_2,paragraph,p4312_1
17270,zibaldone,p4321_1,person,Q6691
17271,zibaldone,p4321_1,person,Q65337
17272,zibaldone,p4321_1,person,Q123089
17273,zibaldone,p4321_1,person,Q6691
17274,zibaldone,p4322_1,person,Q1067
17275,zibaldone,p4322_1,person,Q3909865
17276,zibaldone,p4322_1,person,Q5683
17277,zibaldone,p4322_1,paragraph,p4334_1
17278,zibaldone,p4322_1,paragraph,p4362_3
17279,zibaldone,p4323_1,person,Q6691
17280,zibaldone,p4323_1,person,Q15837802
17281,zibaldone,p4323_1,person,Q57879
17282,zibaldone,p4323_1,person,Q6691
17283,zibaldone,p4323_1,paragraph,p4330_3
17284,zibaldone,p4323_1,person,Q719985
17285,zibaldone,p4323_1,person,Q6691
17286,zibaldone,p4323_2,person,Q57879
17287,zibaldone,p4323_2,person,Q6691
17288,zibaldone,p4323_2,person,Q211326
17289,zibaldone,p4323_2,person,Q6691
17290,zibaldone,p4323_2,person,Q859
17291,zibaldone,p4323_2,person,Q6691
17292,zibaldone,p4324_1,person,Q6691
17293,zibaldone,p4324_1,person,Q6691
17294,zibaldone,p4324_1,person,Q6691
17295,zibaldone,p4324_1,person,Q6691
17296,zibaldone,p4325_1,person,Q6691
17297,zibaldone,p4326_1,person,Q6691
17298,zibaldone,p4326_1,paragraph,p4330_1
17299,zibaldone,p4326_2,person,Q6691
17300,zibaldone,p4326_2,person,Q6691
17301,zibaldone,p4326_2,paragraph,p3047_1
17302,zibaldone,p4326_2,person,Q6691
